id,ACTION
1,0.5934041272037839
2,0.9868184994844174
3,0.9999999994014755
4,0.985755807655043
5,0.9999999986709861
6,0.9999999963847213
7,0.9919663698819605
8,0.9999999999428442
9,0.9012879532246273
10,0.9840173881353026
11,0.9999999960974936
12,0.9273710462753476
13,0.9810135182529295
14,0.8318131862528801
15,0.9437177187170583
16,0.9840416365233272
17,0.9227228504368804
18,0.8576151006493358
19,0.9888357870638367
20,0.9947816456579616
21,0.999999999924312
22,0.9999999934223227
23,0.8024225285021759
24,0.9999999986242739
25,0.9595081018374498
26,0.9859897960321493
27,0.9778066519022371
28,0.6695644836811482
29,0.98598516057965
30,0.9641349633084743
31,0.9742307678888158
32,0.9685728008172673
33,0.99999999812988
34,0.9717229089868745
35,0.9723189781338389
36,0.9276345743494903
37,0.9589264577037433
38,0.9990567598190362
39,0.9390239678447002
40,0.9209893391787651
41,0.9714888097181249
42,0.9999999976905327
43,0.9899509830847681
44,0.9952744664333348
45,0.997198074265061
46,0.9725984961494117
47,0.9999999999999998
48,0.9591266247361709
49,0.9999999999370243
50,0.9999999990759566
51,0.9952761187487528
52,0.9783971481247739
53,0.9865324987423687
54,0.9999999984656041
55,0.8545763459269822
56,0.9705875715637778
57,0.980951946582115
58,0.9999999998871919
59,0.988092274214125
60,0.9999999999999998
61,0.9999999984941355
62,0.9575457606473522
63,0.9999999976471848
64,0.9999999989991895
65,0.9984307540318396
66,0.9999999999999998
67,0.9461413773452323
68,0.9999999995315483
69,0.9202978340337409
70,0.8371224965303353
71,0.894114317052299
72,0.9999999991614916
73,0.9952083740769386
74,0.9999999997255408
75,0.9896265799229435
76,0.9984947368974711
77,0.9977196316482406
78,0.9096548145328728
79,0.8470562752160515
80,0.9999999998834034
81,0.9999999998312931
82,0.9999999990116428
83,0.9512691034594686
84,0.9999999982655544
85,0.9781871784890506
86,0.951771578004021
87,0.9999999952464362
88,0.9999999998748447
89,0.9999999985143601
90,0.9854166068786472
91,0.99999999897409
92,0.5515461219425498
93,0.9999999999999998
94,0.9394439128955187
95,0.9999999986799878
96,0.999999999119577
97,0.5778168182156525
98,0.9969539560391698
99,0.999999983262509
100,0.9999999973657865
101,0.9520850985563886
102,0.42761319518116514
103,0.9895695925484328
104,0.9791503026101792
105,0.9410687783492891
106,0.9941542795975457
107,0.9983026994691011
108,0.9239831046116518
109,0.946224567439792
110,0.9668350361757173
111,0.7665161636395142
112,0.8747741541103041
113,0.999999997776637
114,0.9999999999999998
115,0.9535674647107765
116,0.9524613533254431
117,0.9970589303398033
118,0.9281354204969081
119,0.9999999999999998
120,0.9999999999999998
121,0.9869776390081554
122,0.9999999989905777
123,0.6136643686457807
124,0.9958071625160058
125,0.9999999986879509
126,0.836184753114886
127,0.554871233838227
128,0.9018401956668821
129,0.999999993434977
130,0.944044174921048
131,0.9850938605504458
132,0.975469653689123
133,0.9819435047507578
134,0.8613902410177037
135,0.9999999991272049
136,0.6514272082587541
137,0.9918820769668646
138,0.9604970988257586
139,0.7926918971824068
140,0.9999999987881819
141,0.9984200632708813
142,0.9044471005071362
143,0.990940623137434
144,0.9999999995142875
145,0.9999999999999998
146,0.851117446412842
147,0.7818550046934523
148,0.9045399120585291
149,0.9999999997610902
150,0.9999999957730451
151,0.9936655565532284
152,0.9758496988088148
153,0.98290505391779
154,0.6653458263064148
155,0.9392289195940187
156,0.9383955510560056
157,0.9964185025487348
158,0.9871132849691114
159,0.9991122188777306
160,0.9663371474173229
161,0.896861809465906
162,0.9930517373698904
163,0.9993400368662423
164,0.9999999852924553
165,0.999999998119355
166,0.9999999999999998
167,0.9660038634469105
168,0.9999999982954447
169,0.9827815316159102
170,0.999999998422365
171,0.9924149651709044
172,0.9999999971998542
173,0.9842925140730305
174,0.9999999996575689
175,0.9999999963819491
176,0.999999999999834
177,0.9471301618650688
178,0.9999999999999998
179,0.9999999998904241
180,0.7818550046934523
181,0.3968505373457839
182,0.944044174921048
183,0.9829489935999054
184,0.8382063892229995
185,0.9863037697885084
186,0.8353380216464968
187,0.9999999997147831
188,0.981392815294582
189,0.6731366193874033
190,0.9837667729223752
191,0.9999999999999998
192,0.9999999986613803
193,0.9999999989820734
194,0.9970607588525958
195,0.991951896208482
196,0.9999999968589179
197,0.9999999983567347
198,0.9695229690511612
199,0.9832173498579764
200,0.6150768279704495
201,0.9786224923934118
202,0.9964913750168714
203,0.9420277593407912
204,0.9600376486057202
205,0.9999999996300352
206,0.9941296805536396
207,0.9875844500714928
208,0.9626468009237443
209,0.9764203206837178
210,0.9460296827446765
211,0.9662500444665699
212,0.9378086301911601
213,0.9999999999999998
214,0.8579386794161298
215,0.9999999983952638
216,0.8876059038069464
217,0.9428035966154418
218,0.9999999896214141
219,0.9999999930552552
220,0.9683781507333061
221,0.702247424822455
222,0.9999999997107968
223,0.9999999999999998
224,0.9275892338042039
225,0.990095724679885
226,0.8563210960504906
227,0.9027461662226594
228,0.9402929912612193
229,0.9999999992459631
230,0.9896035768222475
231,0.9524514284042215
232,0.8926591640771486
233,0.9660644636263384
234,0.34711649244322945
235,0.9656290750464718
236,0.9639907315896306
237,0.9724806594265493
238,0.9538856282019926
239,0.9778842333506319
240,0.9999999993919897
241,0.9876973284978954
242,0.891691301347322
243,0.6997884833978765
244,0.9999999974106153
245,0.9695715901059804
246,0.9966585180445655
247,0.9605907894678887
248,0.9625908620918963
249,0.9842716444890485
250,0.9966909613373034
251,0.9969830371762478
252,0.9801611377262694
253,0.9999999998312059
254,0.9993985155025222
255,0.9999999999489652
256,0.9308966429193913
257,0.9320702317718695
258,0.8766795998679903
259,0.8717859149429799
260,0.9999999998540949
261,0.9999999824797655
262,0.9769930358782211
263,0.9899805161354838
264,0.9995288217723213
265,0.9999999982499623
266,0.9626468009237443
267,0.9623881964791817
268,0.9906967493068378
269,0.9842716444890485
270,0.9734993182255249
271,0.9957413105362496
272,0.9769242408037238
273,0.9979795049220626
274,0.9268482157154051
275,0.9999999967959331
276,0.9999999981183898
277,0.9982438778661382
278,0.9999999998754957
279,0.9872238592155945
280,0.8985212799719052
281,0.9999999999999998
282,0.9983702201110949
283,0.9925486876867896
284,0.9608304534255976
285,0.9949341293188612
286,0.9901737258263466
287,0.9999999999379144
288,0.9999999979261971
289,0.9708114585609326
290,0.9999999982499623
291,0.8335360826384285
292,0.935511878177238
293,0.9999999976153008
294,0.9999999993688086
295,0.9999999984766821
296,0.1946787161943387
297,0.48800326700377694
298,0.9847224547770745
299,0.41398429494853256
300,0.9999999996019207
301,0.9301518894728239
302,0.9901255283284954
303,0.590138105324978
304,0.688697120537541
305,0.9999999973463145
306,0.99340924342588
307,0.9781871784890506
308,0.999999999938598
309,0.8345956554077719
310,0.99999999738233325
311,0.9985523844725078
312,0.9961990749228403
313,0.9620471218931231
314,0.9959501136181288
315,0.9999999999999998
316,0.9868222151316565
317,0.9485985863004351
318,0.9901305340514908
319,0.7178477490920029
320,0.998074267983856
321,0.9974418818832443
322,0.1966217940369992
323,0.9999999999999998
324,0.9999999978698291
325,0.9999999993367091
326,0.6755199768892539
327,0.9922494670503906
328,0.9999999997006982
329,0.977556226070332
330,0.9830182103188974
331,0.9999999983669797
332,0.9322520721635176
333,0.9828981460564192
334,0.8447670340083401
335,0.9999999982341778
336,0.9590565015102374
337,0.9320605129894675
338,0.9796468279122188
339,0.8839467210860839
340,0.9795042004096599
341,0.9955290469775628
342,0.9860894167499913
343,0.9130082269607657
344,0.9999999999999998
345,0.9999999999909809
346,0.9970324503255823
347,0.7975588031410593
348,0.9794112089914656
349,0.9966092001154102
350,0.9999999922682071
351,0.9017239446158353
352,0.9999999999692607
353,0.9875747191798036
354,0.8000865876494374
355,0.9747510086679251
356,0.9858743999528401
357,0.9628061688065644
358,0.9751140533459245
359,0.9429998060242138
360,0.9611792166708248
361,0.9442374967672981
362,0.996509617984055
363,0.972400524052323
364,0.7558170864860349
365,0.9999999999173076
366,0.9992027338346536
367,0.9999999969694016
368,0.9999999990032842
369,0.9999999988047943
370,0.9606515048967046
371,0.969783912931942
372,0.9999999968163719
373,0.8561154567226982
374,0.4348024614606202
375,0.8599921625312198
376,0.9999999989703984
377,0.42592591378089883
378,0.9885040274834069
379,0.9999999999999998
380,0.9019658831520128
381,0.940863160187782
382,0.9591266247361709
383,0.9997828651706451
384,0.9999999979290238
385,0.9015311129862681
386,0.9739625665614071
387,0.9492008697830191
388,0.9999999984915992
389,0.9999999982362507
390,0.969717488988818
391,0.9999999993781091
392,0.9974405565456187
393,0.9367074576700254
394,0.9827309194430094
395,0.844951780557285
396,0.9968894522573736
397,0.9999999999999998
398,0.978686364869238
399,0.9884033366074889
400,0.9358823279984586
401,0.9999999992676647
402,0.9902913810270308
403,0.9514041471613344
404,0.9905449314178894
405,0.9999999999999998
406,0.9631900756089642
407,0.9588648274759111
408,0.977333777213905
409,0.969783912931942
410,0.9826673279251182
411,0.9953517087822138
412,0.9692091151174169
413,0.7922278179115754
414,0.999999993300469
415,0.9999999938467287
416,0.9999999991232731
417,0.9999999974412191
418,0.9774891674946453
419,0.996687691764386
420,0.9999999991586643
421,0.9999999999158322
422,0.9816115191967802
423,0.9999999973063454
424,0.856978009512167
425,0.9999999979906273
426,0.9550868522313596
427,0.9999999995173182
428,0.9999999983710999
429,0.947306647216978
430,0.9999999998990262
431,0.9786771150509808
432,0.9419113701844807
433,0.9895695925484328
434,0.8190147760800459
435,0.9893351927623887
436,0.9994564190972368
437,0.9883046874163657
438,0.6905859352014786
439,0.9807523252463588
440,0.9096548145328728
441,0.9267619591024651
442,0.9999999999999998
443,0.9931339318404026
444,0.9999999983669797
445,0.8653861897460148
446,0.9898251166949841
447,0.8791257683614592
448,0.9999999962724203
449,0.9730470842508735
450,0.8735678104180122
451,0.5970964941663539
452,0.8988821262112296
453,0.9999999999999998
454,0.9281905971019653
455,0.9676705649500461
456,0.9703339231049657
457,0.9982309098143063
458,0.9850375352656509
459,0.9605648380350083
460,0.8905205697224621
461,0.8472022806954643
462,0.9999999993533751
463,0.9999999984058976
464,0.988092274214125
465,0.9748734490121934
466,0.9867506218159934
467,0.36828445704064894
468,0.945291767939029
469,0.9999999973405488
470,0.9436623551569588
471,0.9943334186282378
472,0.9925615931379131
473,0.9999999992424599
474,0.999999999999667
475,0.8960541356474343
476,0.9999999983259132
477,0.9999999982946794
478,0.9977361836665517
479,0.986233046828028
480,0.9999999999999998
481,0.9999999978185597
482,0.9918061858863789
483,0.9999999992880396
484,0.9860894167499913
485,0.9999999991547547
486,0.9600376486057202
487,0.8787648314165846
488,0.9999999989898578
489,0.9999999993543679
490,0.9600376486057202
491,0.9939269062776022
492,0.9999999977995409
493,0.7022290734714277
494,0.9999999996524755
495,0.9882838750058617
496,0.9948073754769285
497,0.9999999998069409
498,0.9999999989245587
499,0.9999999997405201
500,0.9966860219772155
501,0.9999999965538816
502,0.9853124325400219
503,0.9947868664751144
504,0.949897788236696
505,0.9796126539962645
506,0.9978069777151222
507,0.9999999972366292
508,0.9576787857717477
509,0.9658085663255533
510,0.6796785206699292
511,0.9302184228544846
512,0.9462380082684314
513,0.9857015180889126
514,0.670575201914213
515,0.9999999970351549
516,0.9818220796991146
517,0.9972854769644128
518,0.9002705811348941
519,0.9590059174637952
520,0.8636827686778917
521,0.9908309447615121
522,0.9569604686546269
523,0.9999999936774371
524,0.6287370841610246
525,0.8046730531230776
526,0.726732568735654
527,0.975579012515729
528,0.8750871004366745
529,0.9298495829244627
530,0.9999999999999998
531,0.983458495771805
532,0.9959501136181288
533,0.99587032813784
534,0.8508847784682385
535,0.9402878672558488
536,0.9999999987015122
537,0.9999999999185688
538,0.9860939997686506
539,0.9605907894678887
540,0.9835010519980554
541,0.9894746300717259
542,0.9736499066698137
543,0.8969575202615635
544,0.9999999975709589
545,0.9685467072189561
546,0.9925070270771089
547,0.893035811080873
548,0.5365788095532606
549,0.896818681588644
550,0.8556096975381698
551,0.9832283496997835
552,0.9959058394688904
553,0.9886095023623368
554,0.9596950322389942
555,0.9872238592155945
556,0.9999999982954447
557,0.915950214743525
558,0.9700388396476434
559,0.9788083089470858
560,0.9546054746369368
561,0.9999999988681609
562,0.9340580276437733
563,0.9878327740276044
564,0.815720607415804
565,0.9999999997698535
566,0.9648708659028475
567,0.899442806723245
568,0.8065648624070393
569,0.9758088839457835
570,0.6966682100950609
571,0.5195184597307273
572,0.9544976284108815
573,0.8817383637603773
574,0.6785378070663884
575,0.9999999999999998
576,0.9999999999999998
577,0.9839650999226675
578,0.9735917160716301
579,0.9557076812007674
580,0.9724585837339723
581,0.9785703285918959
582,0.9878931778865027
583,0.9999999995102535
584,0.9725191947895698
585,0.9999999992261837
586,0.9979918289503463
587,0.992281505659645
588,0.966942643264098
589,0.9999999999999998
590,0.9362096027989817
591,0.9201717263812764
592,0.9996500245268144
593,0.9559019315480395
594,0.9776493176591066
595,0.9999999999999998
596,0.9999999993053363
597,0.9999999981740247
598,0.7969623598606962
599,0.969002989528977
600,0.9400200928535496
601,0.9999999967847654
602,0.9275892338042039
603,0.9999999999999998
604,0.8513029718201425
605,0.9594680212631331
606,0.9999999997231312
607,0.9999999963265649
608,0.9999999998145785
609,0.9729355080586972
610,0.9245773524002995
611,0.9865324987423687
612,0.9999999957119435
613,0.9916007949549069
614,0.7537261587801043
615,0.9999999999999998
616,0.45347102880098855
617,0.911848921252223
618,0.911388247862861
619,0.9999999975798872
620,0.9999999998021742
621,0.9999999983567347
622,0.9447059875629474
623,0.9605675081892271
624,0.9468789150075314
625,0.9594680212631331
626,0.9999999992868285
627,0.9730369634274075
628,0.7387211602569875
629,0.9886274899589703
630,0.9999999965587137
631,0.9986441404877319
632,0.9885897485334595
633,0.9999999999999998
634,0.9999999994277804
635,0.9154846080157418
636,0.9375060591788781
637,0.9877526107201546
638,0.9999999987736016
639,0.9899068030550483
640,0.896234817216234
641,0.9651028100697292
642,0.9499833404475921
643,0.9353673155491342
644,0.9994172141912605
645,0.9919813755217779
646,0.7459020016908434
647,0.999999999928747
648,0.9738206303901487
649,0.9971655737478816
650,0.9621130356625013
651,0.9783364654882821
652,0.9999999999999998
653,0.916778553636539
654,0.9545730579152327
655,0.9640823865990502
656,0.9832173498579764
657,0.9632573620604288
658,0.9958775128847843
659,0.9567414628169966
660,0.9434149955478691
661,0.9801024729531254
662,0.9999999999999998
663,0.9999999986926876
664,0.9999999981360618
665,0.8888203225266165
666,0.3663352315795054
667,0.9654933046547538
668,0.9665086590074317
669,0.9999999984069368
670,0.6901329033557051
671,0.973800457953091
672,0.9732283473000081
673,0.5350358712117392
674,0.9798833852528702
675,0.9866460171490663
676,0.9806498304366378
677,0.9580906774493201
678,0.9967578637488391
679,0.9999999999999998
680,0.9954570074536833
681,0.6604783309290755
682,0.9634942400755292
683,0.9974277959546263
684,0.9999999986495737
685,0.9725068925403385
686,0.5288134366045834
687,0.981392815294582
688,0.9815276094696196
689,0.9937284394594065
690,0.99779688539226
691,0.9999999981695061
692,0.9817863371732664
693,0.9221012415721395
694,0.9999999997147831
695,0.9999999967018521
696,0.9999999872859675
697,0.9990373459530483
698,0.9967118558188882
699,0.9972138040980766
700,0.9429998060242138
701,0.9713534251373529
702,0.9999999999998634
703,0.974606933629362
704,0.8895551011951599
705,0.8876059038069464
706,0.6923192296605685
707,0.9955753561453
708,0.9978834694088752
